# step, loss_train, loss_test, metrics_test
1.000000000000000000e+04 1.900320494314655662e-04 9.042612509801983833e-05 2.473939093761146069e-04 2.714018046390265226e-04 8.467275620205327868e-05 1.523759856354445219e-04 1.004457101225852966e-02 8.520514704287052155e-03 1.068331114947795868e-02 8.397309109568595886e-03 8.145000785589218140e-03 8.468926884233951569e-03 1.900320494314655662e-04 9.042612509801983833e-05 2.473939093761146069e-04 2.714018046390265226e-04 8.467275620205327868e-05 1.523759856354445219e-04 1.004457101225852966e-02 8.520514704287052155e-03 1.068331114947795868e-02 8.397309109568595886e-03 8.145000785589218140e-03 8.468926884233951569e-03
1.100000000000000000e+04 2.410417655482888222e-04 9.160509944194927812e-05 2.633802359923720360e-04 2.852448087651282549e-04 2.012666809605434537e-04 1.489960268372669816e-04 1.005331147462129593e-02 8.513895794749259949e-03 1.069329772144556046e-02 8.397215977311134338e-03 8.162910118699073792e-03 8.467076346278190613e-03 2.410417655482888222e-04 9.160509944194927812e-05 2.633802359923720360e-04 2.852448087651282549e-04 2.012666809605434537e-04 1.489960268372669816e-04 1.005331147462129593e-02 8.513895794749259949e-03 1.069329772144556046e-02 8.397215977311134338e-03 8.162910118699073792e-03 8.467076346278190613e-03
1.200000000000000000e+04 2.325342269614338875e-03 1.400950277457013726e-04 9.886621264740824699e-04 2.825025003403425217e-04 9.305356797995045781e-05 1.524666440673172474e-04 1.046451460570096970e-02 8.504115045070648193e-03 1.082183234393596649e-02 8.392228744924068451e-03 8.139708079397678375e-03 8.463705889880657196e-03 2.325342269614338875e-03 1.400950277457013726e-04 9.886621264740824699e-04 2.825025003403425217e-04 9.305356797995045781e-05 1.524666440673172474e-04 1.046451460570096970e-02 8.504115045070648193e-03 1.082183234393596649e-02 8.392228744924068451e-03 8.139708079397678375e-03 8.463705889880657196e-03
1.300000000000000000e+04 1.768067158991470933e-04 8.677499135956168175e-05 2.416891657048836350e-04 2.717640018090605736e-04 8.286308730021119118e-05 1.402511988999322057e-04 1.004884112626314163e-02 8.492955006659030914e-03 1.067546010017395020e-02 8.389639668166637421e-03 8.133186958730220795e-03 8.457979187369346619e-03 1.768067158991470933e-04 8.677499135956168175e-05 2.416891657048836350e-04 2.717640018090605736e-04 8.286308730021119118e-05 1.402511988999322057e-04 1.004884112626314163e-02 8.492955006659030914e-03 1.067546010017395020e-02 8.389639668166637421e-03 8.133186958730220795e-03 8.457979187369346619e-03
1.400000000000000000e+04 2.487310557626187801e-04 1.415436418028548360e-04 2.450807660352438688e-04 3.873648529406636953e-04 3.063277108594775200e-04 2.590527001302689314e-04 1.004225853830575943e-02 8.502090349793434143e-03 1.067820936441421509e-02 8.416164666414260864e-03 8.175251074135303497e-03 8.474769070744514465e-03 2.487310557626187801e-04 1.415436418028548360e-04 2.450807660352438688e-04 3.873648529406636953e-04 3.063277108594775200e-04 2.590527001302689314e-04 1.004225853830575943e-02 8.502090349793434143e-03 1.067820936441421509e-02 8.416164666414260864e-03 8.175251074135303497e-03 8.474769070744514465e-03
1.500000000000000000e+04 1.734279794618487358e-04 9.038155258167535067e-05 2.606948837637901306e-04 2.737272589001804590e-04 1.007767932605929673e-04 1.366231444990262389e-04 1.004690211266279221e-02 8.478171192109584808e-03 1.066978089511394501e-02 8.386866189539432526e-03 8.129965513944625854e-03 8.451363071799278259e-03 1.734279794618487358e-04 9.038155258167535067e-05 2.606948837637901306e-04 2.737272589001804590e-04 1.007767932605929673e-04 1.366231444990262389e-04 1.004690211266279221e-02 8.478171192109584808e-03 1.066978089511394501e-02 8.386866189539432526e-03 8.129965513944625854e-03 8.451363071799278259e-03
1.600000000000000000e+04 7.719825371168553829e-04 5.727537209168076515e-04 1.292289234697818756e-03 5.438183434307575226e-04 5.842885584570467472e-04 4.457098257262259722e-04 1.038735359907150269e-02 8.526326157152652740e-03 1.083133183419704437e-02 8.454072289168834686e-03 8.236890658736228943e-03 8.501541800796985626e-03 7.719825371168553829e-04 5.727537209168076515e-04 1.292289234697818756e-03 5.438183434307575226e-04 5.842885584570467472e-04 4.457098257262259722e-04 1.038735359907150269e-02 8.526326157152652740e-03 1.083133183419704437e-02 8.454072289168834686e-03 8.236890658736228943e-03 8.501541800796985626e-03
1.700000000000000000e+04 1.407799893058836460e-03 3.939360613003373146e-04 1.141854678280651569e-03 4.602521657943725586e-04 2.396215131739154458e-04 2.775967004708945751e-04 1.040599122643470764e-02 8.498733863234519958e-03 1.078983768820762634e-02 8.444016799330711365e-03 8.159805089235305786e-03 8.477628231048583984e-03 1.407799893058836460e-03 3.939360613003373146e-04 1.141854678280651569e-03 4.602521657943725586e-04 2.396215131739154458e-04 2.775967004708945751e-04 1.040599122643470764e-02 8.498733863234519958e-03 1.078983768820762634e-02 8.444016799330711365e-03 8.159805089235305786e-03 8.477628231048583984e-03
1.800000000000000000e+04 1.711317163426429033e-04 9.161934576695784926e-05 2.404044498689472675e-04 2.737890463322401047e-04 8.232701657107099891e-05 1.348334335489198565e-04 1.004473958164453506e-02 8.456884883344173431e-03 1.065841317176818848e-02 8.379660546779632568e-03 8.119007572531700134e-03 8.442216552793979645e-03 1.711317163426429033e-04 9.161934576695784926e-05 2.404044498689472675e-04 2.737890463322401047e-04 8.232701657107099891e-05 1.348334335489198565e-04 1.004473958164453506e-02 8.456884883344173431e-03 1.065841317176818848e-02 8.379660546779632568e-03 8.119007572531700134e-03 8.442216552793979645e-03
1.900000000000000000e+04 1.785486820153892040e-03 3.461494925431907177e-04 1.615050015971064568e-03 3.120074688922613859e-04 1.176726727862842381e-04 1.940708752954378724e-04 1.052396558225154877e-02 8.468752726912498474e-03 1.082524936646223068e-02 8.385942317545413971e-03 8.132237941026687622e-03 8.455660194158554077e-03 1.785486820153892040e-03 3.461494925431907177e-04 1.615050015971064568e-03 3.120074688922613859e-04 1.176726727862842381e-04 1.940708752954378724e-04 1.052396558225154877e-02 8.468752726912498474e-03 1.082524936646223068e-02 8.385942317545413971e-03 8.132237941026687622e-03 8.455660194158554077e-03
2.000000000000000000e+04 6.492807879112660885e-04 1.010364794638007879e-04 4.555337363854050636e-04 2.924977452494204044e-04 1.026588288368657231e-04 1.734402467263862491e-04 1.011040247976779938e-02 8.447486907243728638e-03 1.066330447793006897e-02 8.381663821637630463e-03 8.120471611618995667e-03 8.441327139735221863e-03 6.492807879112660885e-04 1.010364794638007879e-04 4.555337363854050636e-04 2.924977452494204044e-04 1.026588288368657231e-04 1.734402467263862491e-04 1.011040247976779938e-02 8.447486907243728638e-03 1.066330447793006897e-02 8.381663821637630463e-03 8.120471611618995667e-03 8.441327139735221863e-03
