# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.836471637943759561e-04 1.453680172562599182e-02 5.139215383678674698e-03 2.299933694303035736e-02 8.768858760595321655e-02 1.986309699714183807e-02 4.979613037109375000e+02 6.420257568359375000e+01 1.263142318725585938e+02 2.587091827392578125e+01 2.337105751037597656e+01 1.607837104797363281e+01 1.836471637943759561e-04 1.453680172562599182e-02 5.139215383678674698e-03 2.299933694303035736e-02 8.768858760595321655e-02 1.986309699714183807e-02 4.979613037109375000e+02 6.420257568359375000e+01 1.263142318725585938e+02 2.587091827392578125e+01 2.337105751037597656e+01 1.607837104797363281e+01
1.000000000000000000e+03 3.679473884403705597e-03 2.865042071789503098e-03 2.772896783426403999e-03 3.521597478538751602e-03 3.498589387163519859e-03 7.919171825051307678e-03 1.082225888967514038e-02 1.190765947103500366e-02 1.204185932874679565e-02 1.066256314516067505e-02 1.029584091156721115e-02 2.961477264761924744e-02 3.679473884403705597e-03 2.865042071789503098e-03 2.772896783426403999e-03 3.521597478538751602e-03 3.498589387163519859e-03 7.919171825051307678e-03 1.082225888967514038e-02 1.190765947103500366e-02 1.204185932874679565e-02 1.066256314516067505e-02 1.029584091156721115e-02 2.961477264761924744e-02
2.000000000000000000e+03 1.338053960353136063e-03 3.195989993400871754e-04 1.283472054637968540e-03 4.709694185294210911e-04 4.588455194607377052e-04 1.330148777924478054e-03 1.008216291666030884e-02 8.688821457326412201e-03 1.081664487719535828e-02 8.493888191878795624e-03 8.430100977420806885e-03 1.154485251754522324e-02 1.338053960353136063e-03 3.195989993400871754e-04 1.283472054637968540e-03 4.709694185294210911e-04 4.588455194607377052e-04 1.330148777924478054e-03 1.008216291666030884e-02 8.688821457326412201e-03 1.081664487719535828e-02 8.493888191878795624e-03 8.430100977420806885e-03 1.154485251754522324e-02
3.000000000000000000e+03 6.817717803642153740e-04 1.572307373862713575e-04 6.438719574362039566e-04 3.085923963226377964e-04 2.444399287924170494e-04 4.977691569365561008e-04 1.001379825174808502e-02 8.673532865941524506e-03 1.075794734060764313e-02 8.457839488983154297e-03 8.229531347751617432e-03 9.637550450861454010e-03 6.817717803642153740e-04 1.572307373862713575e-04 6.438719574362039566e-04 3.085923963226377964e-04 2.444399287924170494e-04 4.977691569365561008e-04 1.001379825174808502e-02 8.673532865941524506e-03 1.075794734060764313e-02 8.457839488983154297e-03 8.229531347751617432e-03 9.637550450861454010e-03
4.000000000000000000e+03 5.994772072881460190e-04 1.608082966413348913e-04 4.667947359848767519e-04 3.042803436983376741e-04 2.055313962046056986e-04 3.311710315756499767e-04 1.004740502685308456e-02 8.654938079416751862e-03 1.072174869477748871e-02 8.429801091551780701e-03 8.234917186200618744e-03 8.872815407812595367e-03 5.994772072881460190e-04 1.608082966413348913e-04 4.667947359848767519e-04 3.042803436983376741e-04 2.055313962046056986e-04 3.311710315756499767e-04 1.004740502685308456e-02 8.654938079416751862e-03 1.072174869477748871e-02 8.429801091551780701e-03 8.234917186200618744e-03 8.872815407812595367e-03
5.000000000000000000e+03 3.186574904248118401e-04 1.419280597474426031e-04 3.353330539539456367e-04 2.876525686588138342e-04 1.374575222143903375e-04 2.286641683895140886e-04 1.003674138337373734e-02 8.615326136350631714e-03 1.071416866034269333e-02 8.413714356720447540e-03 8.207642473280429840e-03 8.610988967120647430e-03 3.186574904248118401e-04 1.419280597474426031e-04 3.353330539539456367e-04 2.876525686588138342e-04 1.374575222143903375e-04 2.286641683895140886e-04 1.003674138337373734e-02 8.615326136350631714e-03 1.071416866034269333e-02 8.413714356720447540e-03 8.207642473280429840e-03 8.610988967120647430e-03
6.000000000000000000e+03 2.626783389132469893e-04 1.246463652933016419e-04 2.908680762629956007e-04 2.805629046633839607e-04 1.107883726945146918e-04 1.980760571314021945e-04 1.003538165241479874e-02 8.586038835346698761e-03 1.070413459092378616e-02 8.405364118516445160e-03 8.184259757399559021e-03 8.522383868694305420e-03 2.626783389132469893e-04 1.246463652933016419e-04 2.908680762629956007e-04 2.805629046633839607e-04 1.107883726945146918e-04 1.980760571314021945e-04 1.003538165241479874e-02 8.586038835346698761e-03 1.070413459092378616e-02 8.405364118516445160e-03 8.184259757399559021e-03 8.522383868694305420e-03
7.000000000000000000e+03 2.297868632012978196e-04 1.095603511203080416e-04 2.682289341464638710e-04 2.750135899987071753e-04 9.690185834188014269e-05 1.796706928871572018e-04 1.003573741763830185e-02 8.563226088881492615e-03 1.069644838571548462e-02 8.401429280638694763e-03 8.169009350240230560e-03 8.492168039083480835e-03 2.297868632012978196e-04 1.095603511203080416e-04 2.682289341464638710e-04 2.750135899987071753e-04 9.690185834188014269e-05 1.796706928871572018e-04 1.003573741763830185e-02 8.563226088881492615e-03 1.069644838571548462e-02 8.401429280638694763e-03 8.169009350240230560e-03 8.492168039083480835e-03
8.000000000000000000e+03 4.196905065327882767e-03 4.546526179183274508e-04 2.504792297258973122e-03 3.772050258703529835e-04 2.034710778389126062e-04 2.564670576248317957e-04 1.116663124412298203e-02 8.572350256145000458e-03 1.116513460874557495e-02 8.407648652791976929e-03 8.188861422240734100e-03 8.507498539984226227e-03 4.196905065327882767e-03 4.546526179183274508e-04 2.504792297258973122e-03 3.772050258703529835e-04 2.034710778389126062e-04 2.564670576248317957e-04 1.116663124412298203e-02 8.572350256145000458e-03 1.116513460874557495e-02 8.407648652791976929e-03 8.188861422240734100e-03 8.507498539984226227e-03
9.000000000000000000e+03 2.341121435165405273e-04 9.373039938509464264e-05 2.604357432574033737e-04 2.709691179916262627e-04 8.962007268564775586e-05 1.572665787534788251e-04 1.004772912710905075e-02 8.532078936696052551e-03 1.068250183016061783e-02 8.397960104048252106e-03 8.151505142450332642e-03 8.473192341625690460e-03 2.341121435165405273e-04 9.373039938509464264e-05 2.604357432574033737e-04 2.709691179916262627e-04 8.962007268564775586e-05 1.572665787534788251e-04 1.004772912710905075e-02 8.532078936696052551e-03 1.068250183016061783e-02 8.397960104048252106e-03 8.151505142450332642e-03 8.473192341625690460e-03
