date,01_Fermentation,02_Homoacetogenesis,03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans),"04_Utililization of sugar, conversion of pentose to EMP pathway intermediates",05_Fatty acid oxidation,06_Amino acid utilization biosynthesis metabolism,07_Nucleic acid metabolism,08_Hydrocarbon degradation,09_Carbohydrate Active enzyme - CAZy,10_TCA cycle,11_Nitrogen cycle,12_Transporters,13_Hydrogen metabolism,14_Methanogenesis,15_Methylotrophy,16_Embden Meyerhof-Parnos (EMP),17_Gluconeogenesis,18_Sulfur compounds metabolism,19_Saccharide and derivated synthesis,20_Hydrolysis of polymers,21_Cellular response to stress
0.0,0.0968992248062015,0.0098904036353916,0.0005791677804508599,0.0005346164127238706,0.0254833823398378,0.1227835694555822,0.119531319611512,0.0055243695981466,0.003920520359975,0.045397843713802,0.0260625501202886,0.0155929787044462,0.0008464759868127952,0.0035195580504321,0.0092666844872137,0.0304731355252606,0.016261249220351,0.0053461641272387,0.0092666844872137,0.0061926401140515,0.0373340461552169
1.0,0.10437939451863605,0.010096826979723651,0.0005640509016681504,0.0010926967925332283,0.02644724299808058,0.1259165399245431,0.11196971107822908,0.004937179852253957,0.0036302751165548618,0.046199305755745886,0.025278854630247337,0.01586775006413506,0.0006534418436996779,0.00394350716272814,0.011635961829386794,0.030149567282137274,0.016665458788418464,0.004634146933277497,0.00858456586254385,0.006081276168575635,0.03637856156584421
2.0,0.10795408008201984,0.01010360178139167,0.000564050901668151,0.0010926967925332302,0.02755481054663615,0.12591654025870808,0.11192434410092388,0.004942147771312955,0.003630275115102282,0.04625363218414247,0.024997567394967973,0.015999072992885152,0.000653441843699678,0.003975804983965439,0.011726753430354236,0.030149567859534505,0.0166866375854456,0.004625881835276415,0.008435275376390026,0.006079155541474471,0.03637256271098019
3.0,0.11057455396736748,0.010109799905998366,0.0005640509016681512,0.0010926967925332304,0.028626941814045567,0.1259165405035365,0.1118950555437457,0.0049470556837052735,0.0036302751139503627,0.046305831438883054,0.024791698843376807,0.01612549797856924,0.0006534418436996777,0.004016557758461982,0.01179483374801689,0.03014956881099439,0.016702790322441267,0.00461622580530942,0.008353293416743485,0.006076962316588698,0.03637814458787015
4.0,0.11295657003278059,0.010116715747818677,0.0005640509016681521,0.0010926967925332298,0.029633123856303636,0.12591654072486155,0.11187178812033709,0.0049519211842150085,0.003630275112839003,0.046363758281128736,0.024598257276215632,0.01626346701452,0.0006534418436996778,0.004060390410573629,0.011858486826401731,0.030149570148161973,0.016719501571607134,0.004606384814508081,0.00830916577267722,0.006074696904780793,0.03639275341533253
5.0,0.11546000021633049,0.010125456107628404,0.0005640509016681524,0.0010926967925332287,0.030625193650901855,0.12591654095123578,0.11185095520690544,0.004956762436242251,0.003630275111633444,0.046434288817853483,0.02438155640748773,0.016426529969090043,0.0006534418436996777,0.004104882668385306,0.011926765769298424,0.030149572047231284,0.016740662318895542,0.004597676967127592,0.008296760856529993,0.006072360003041259,0.036418825386329214
6.0,0.11850516319092438,0.01013805435946143,0.0005640509016681532,0.001092696792533227,0.03165466727646935,0.12591654121204968,0.11183001188249078,0.004961597734754583,0.0036302751101605062,0.04652990134113284,0.024092217689791615,0.016638123320590805,0.0006534418436996777,0.004149827513730884,0.012010908786790253,0.030149574968244077,0.01677280172286495,0.004591331790239801,0.008324115397740368,0.006069952605877579,0.03646463740860093
7.0,0.12311220183759111,0.010160761408505152,0.0005640509016681537,0.0010926967925332276,0.03269418344975645,0.12591654157709659,0.11180439665275306,0.004966445052073889,0.0036302751079575753,0.046687937375854104,0.023596240006445925,0.01696586106686655,0.0006534418436996778,0.004196508926355819,0.01214085996171168,0.03014958044252085,0.01683569874152089,0.004588255284280565,0.008425641823191967,0.006067476015387634,0.03655853516338214
8.0,0.1337341197822141,0.0116454930429522,0.00034029038112522685,0.0008696309739866908,0.0335753176043557,0.1292347247428917,0.1087794918330308,0.0046884452510586,0.003062613430127,0.0523669086509376,0.021854204476709,0.0182244404113732,0.0010586811857229,0.0041591046581972,0.0163339382940108,0.0354280096793708,0.0186781609195402,0.0035919540229885,0.0091500302480338,0.0066923774954627,0.0426875378100423
9.0,0.12343520694116311,0.01015362735517,0.000564050901668155,0.0010926967925332248,0.03302969322951961,0.12591654178755535,0.1117900423220907,0.004976243305271822,0.00363027510713084,0.046700933896515695,0.023807411699188475,0.017093026476825007,0.0006534418436996779,0.004302361810152085,0.01215927734176024,0.030149578260088364,0.01678959424599535,0.004592367323029263,0.008234267266290183,0.006062322050966512,0.03649684263675196
