days,Acidimicrobium,Acinetobacter,Albidiferax,Candidatus Microthrix,Chitinophaga pinensis,Dechloromonas,Haliscomenobacter,Intrasporangium,Leptospira,Other,Xanthomonas,mean abundance < 2%
21.0,7.058302140162271,1.362664724811952,5.55445484290373,29.8790134582759,7.37593346730872,4.464336123617142,14.93998554570142,9.569451025343572,4.345877901139686,2.2086569715819184,1.1011904181993137,11.520791854666065
22.0,6.907808784089182,1.3889897027648554,5.448349544426238,29.49955219861025,7.5447087343074095,4.5294947286589675,15.094828553777615,9.554331456794051,4.545811200657334,2.1760520930379905,1.1560629197716519,11.678201453360963
23.0,6.7829979272934,1.4124512863759036,5.355464541482814,29.073725314461363,7.751218599401817,4.59068568529393,15.312097072399409,9.461509560977598,4.811515484176584,2.1483007754598007,1.196871037344882,11.835627749343212
24.0,6.695900278984079,1.3808256948804778,5.280506516424521,28.689472294744785,7.997003871976808,4.643599820129086,15.588237663295144,9.274704283360911,5.1382170585095,2.097335841627733,1.221124665334276,11.99307201073267
25.0,6.651422392538311,1.4494560955267868,5.22559114010853,28.12744259383572,8.279649505482185,4.68576369063774,15.914364961567907,8.991848707393105,5.515405658369355,2.1108716867668136,1.2288595444975479,11.840512093203433
26.0,6.643333089783348,1.4624283903637403,5.1896626163192705,27.62798086846396,8.591651575459615,4.7165871755318705,16.275259928950838,8.627735789815377,5.927068043976112,2.100739086343853,1.2228421344668152,11.687970148065068
27.0,6.658150335369662,1.4714117547017465,5.169538776237482,27.127398996204498,8.920703688715628,4.736859317536316,16.64972945441622,8.212339123536925,6.352774189041967,2.0945129405984937,1.2082110312783612,11.535444914180978
28.0,6.681689329633195,1.4762500585918152,5.161792319093707,26.640325603539168,9.251214118463814,4.748108073015868,17.01236633137864,7.7857699434572885,6.7695415750452845,2.0901434997583044,1.1917155535844972,11.382936173473313
29.0,6.701953168378846,1.4768521804096508,5.164140936548056,26.182374582113468,9.566525298671666,4.7519684223751275,17.336445520820853,7.3917907198201735,7.154258009659262,2.08546822555266,1.1806159158824394,11.230443707887893
30.0,6.708992692170202,1.473198276438059,5.175739906602474,25.768575146798835,9.851418979754953,4.749816518141211,17.59748788363466,7.0708392076563396,7.486289242982705,2.0784996045861424,1.1814594348391385,11.077967299393542
31.0,6.695176895338886,1.455306968171718,5.196536980958486,25.223201231184472,10.094594457600891,4.742677456646143,17.77683031888464,6.852819104931779,7.749835711476795,2.0885835917967635,1.198931239353518,10.9255060436559
32.0,6.657196304863168,1.4534298700618615,5.226269387542342,25.11840583969002,10.290577112444366,4.731276311757025,17.86428313884799,6.751069889914485,7.935622215976644,2.0521336253188576,1.235035529131747,10.977057346042143
33.0,6.5973877147315205,1.4376734371322921,5.263871981901491,24.893169190840776,10.440353864857906,4.716117466680978,17.859019226439752,6.760080656038002,8.041643100124823,2.0316473787258573,1.2887122394024764,11.02862365690578
34.0,6.522196842219112,1.4183810424186363,5.307713843440212,24.736046085473824,10.550427041368586,4.697456712523496,17.768331521318895,6.858305417158142,8.072830069967436,2.006525971118668,1.3561157915262727,11.080205736301865
35.0,6.440036217474762,1.3959420783368364,5.356311037179223,24.647912148238298,10.630791715435633,4.675233109321245,17.60484509402848,7.014241085721474,8.03976448025615,1.9772123754340487,1.431306332580881,11.131803657981301
36.0,6.361304435874868,1.3708278180073155,5.408915649315647,24.63269944691599,10.692716458739524,4.6490067141168865,17.38320375880757,7.1927244607295435,7.956684032067225,1.9440128072185163,1.5072508573894174,11.183417495718295
37.0,6.300155648166298,1.3435873517284196,5.4656929389410225,24.698025092614937,10.746926295144563,4.617994682798668,17.117162171043063,7.359853761097377,7.839151773504571,1.9070068688974606,1.5769255050209223,11.235047323308859
