KO	FunC_1	FunC_2	FunC_3	FunC_4
K03200	0	0	1	0
K07508	0	0	1	1
K03458	0	0	1	0
K02083	0	0	1	0
K10022	0	0	1	0
K10535	0	0	1	1
K07774	0	0	1	0
K05563	0	0	1	0
K13654	0	0	1	0
K09699	0	0	1	1
K16875	0	0	1	0
K07308	0	0	1	0
K17256	0	0	1	0
K18889	0	0	1	0
K18890	0	0	1	0
K03198	0	0	1	0
K19163	0	0	1	0
K09252	0	0	1	1
K14540	0	0	1	0
K18703	0	0	1	0
K14430	0	0	1	0
K03618	0	0	1	0
K18296	0	0	1	0
K03831	0	0	1	1
K01561	0	0	1	0
K12276	0	0	1	0
K05663	0	0	1	0
K14090	0	0	1	0
K10023	0	0	1	0
K10024	0	0	1	0
K05816	0	0	1	0
K09709	0	0	1	0
K12371	0	0	1	0
K02841	0	0	1	1
K03747	0	0	1	0
K02396	0	0	1	1
K12281	0	0	1	0
K12283	0	0	1	0
K12279	0	0	1	0
K02688	0	0	1	0
K08310	0	0	1	0
K03189	0	0	1	0
K19416	0	0	1	0
K10370	0	0	1	0
K05309	0	0	1	1
K03187	0	0	1	0
K17225	0	0	1	0
K02394	0	0	1	1
K02393	0	0	1	1
K02391	0	0	1	0
K02550	0	0	1	1
K11185	0	0	1	0
K16074	0	0	1	1
K11274	0	0	1	0
K18473	0	0	1	0
K02661	0	0	1	0
K00821	0	0	1	0
K18142	0	0	1	0
K08993	0	0	1	0
K09898	0	0	1	0
K14626	0	0	1	0
K02317	0	0	1	0
K17760	0	0	1	0
K01408	0	0	1	0
K12043	0	0	1	0
K11912	0	0	1	1
K00209	0	0	1	1
K13665	0	0	1	0
K02848	0	0	1	0
K16176	0	0	1	0
K15023	0	0	1	0
K01539	0	0	1	1
K17589	0	0	1	0
K09920	0	0	1	0
K09996	0	0	1	0
K03878	0	0	1	0
K06957	0	0	1	0
K09929	0	0	1	1
K18968	0	0	1	0
K03472	0	0	1	0
K03151	0	0	1	1
K10223	0	0	1	0
K18299	0	0	1	0
K08722	0	0	1	0
K05296	0	0	1	0
K11004	0	0	1	1
K17740	0	0	1	0
K06598	0	0	1	0
K00236	0	0	1	0
K05590	0	0	1	0
K00944	0	0	1	1
K10927	0	0	1	0
K04045	0	0	1	0
K15986	0	0	1	1
K00855	0	0	1	1
K04013	0	0	1	1
K04437	0	0	1	1
K02406	0	0	1	1
K13651	0	0	1	1
K01119	0	0	1	1
K10926	0	0	1	0
K12526	0	0	1	0
K07230	0	0	1	0
K09947	0	0	1	1
K10349	0	0	1	0
K01026	0	0	1	1
K01456	0	0	1	0
K16462	0	0	1	0
K03692	0	0	1	0
K02595	0	0	1	0
K02597	0	0	1	0
K03178	0	0	1	0
K10699	0	0	1	0
K02225	0	0	1	0
K19291	0	0	1	1
K04782	0	0	1	0
K17737	0	0	1	1
K19339	0	0	1	1
K18881	0	0	1	1
K04459	0	0	1	0
K07715	0	0	1	1
K05797	0	0	1	0
K05876	0	0	1	0
K08315	0	0	1	0
K16809	0	0	1	0
K02570	0	0	1	0
K04064	0	0	1	0
K02596	0	0	1	0
K15424	0	0	1	0
K02593	0	0	1	0
K02591	0	0	1	0
K02586	0	0	1	0
K02588	0	0	1	0
K05951	0	0	1	0
K17573	0	0	1	0
K13930	0	0	1	0
K13929	0	0	1	0
K13931	0	0	1	0
K13932	0	0	1	0
K13933	0	0	1	0
K13934	0	0	1	0
K02572	0	0	1	0
K12071	0	0	1	0
K12542	0	0	1	0
K03188	0	0	1	0
K03839	0	0	1	0
K07248	0	0	1	0
K12285	0	0	1	0
K12287	0	0	1	0
K02568	0	0	1	0
K10004	0	0	1	0
K05597	0	0	1	0
K17061	0	0	1	0
K02567	0	0	1	0
K16135	0	0	1	0
K15864	0	0	1	0
K02585	0	0	1	1
K03813	0	0	1	0
K18319	0	0	1	0
K14581	0	0	1	0
K15790	0	0	1	0
K07344	0	0	1	0
K19135	0	0	1	0
K12536	0	0	1	0
K18377	0	0	1	0
K18433	0	0	1	0
K07139	0	0	1	0
K14060	0	0	1	1
K12062	0	0	1	1
K00839	0	0	1	0
K10748	0	0	1	0
K07306	0	0	1	0
K09036	0	0	1	0
K19098	0	0	1	0
K13495	0	0	1	0
K03462	0	0	1	0
K12266	0	0	1	0
K07097	0	0	1	1
K05818	0	0	1	0
K04726	0	0	1	0
K18068	0	0	1	0
K09740	0	0	1	0
K05977	0	0	1	0
K05599	0	0	1	0
K05600	0	0	1	0
K03780	0	0	1	0
K03779	0	0	1	0
K07789	0	0	1	1
K12662	0	0	1	0
K08006	0	0	1	0
K05925	0	0	1	0
K07518	0	0	1	0
K10942	0	0	1	1
K17675	0	0	1	0
K02423	0	0	1	0
K18364	0	0	1	0
K07169	0	0	1	0
K11945	0	0	1	0
K07799	0	0	1	1
K07788	0	0	1	1
K11523	0	0	1	0
K18551	0	0	1	0
K16075	0	0	1	0
K03613	0	0	1	0
K11917	0	0	1	0
K06899	0	0	1	0
K19616	0	0	1	1
K07180	0	0	1	0
K09786	0	0	1	0
K06415	0	0	1	0
K03617	0	0	1	0
K03612	0	0	1	1
K16300	0	0	1	0
K16299	0	0	1	0
K09857	0	0	1	0
K14855	0	0	1	1
K10126	0	0	1	0
K13040	0	0	1	0
K06206	0	0	1	1
K14657	0	0	1	0
K08713	0	0	1	0
K14750	0	0	1	0
K10623	0	0	1	0
K10620	0	0	1	0
K16303	0	0	1	0
K16806	0	0	1	1
K04117	0	0	1	0
K02188	0	0	1	0
K03394	0	0	1	0
K02189	0	0	1	0
K05934	0	0	1	0
K12685	0	0	1	1
K15051	0	0	1	0
K16179	0	0	1	0
K02821	0	0	1	0
K01690	0	0	1	0
K04114	0	0	1	1
K04113	0	0	1	1
K13246	0	0	1	1
K18159	0	0	1	0
K05982	0	0	1	0
K18628	0	0	1	0
K07538	0	0	1	1
K00813	0	0	1	0
K04115	0	0	1	1
K04112	0	0	1	0
K07537	0	0	1	1
K07539	0	0	1	1
K01839	0	0	1	1
K07276	0	0	1	0
K11073	0	0	1	0
K11075	0	0	1	0
K11074	0	0	1	0
K08646	0	0	1	0
K11896	0	0	1	1
K11907	0	0	1	1
K11895	0	0	1	1
K11893	0	0	1	1
K11892	0	0	1	1
K11902	0	0	1	1
K11901	0	0	1	1
K11897	0	0	1	1
K12449	0	0	1	0
K06952	0	0	1	0
K13348	0	0	1	0
K06849	0	0	1	0
K04053	0	0	1	0
K07463	0	0	1	0
K13636	0	0	1	0
K14490	0	0	1	0
K13510	0	0	1	0
K11906	0	0	1	1
K17776	0	0	1	1
K00801	0	0	1	1
K07505	0	0	1	1
K01369	0	0	1	1
K17050	0	0	1	0
K13014	0	0	1	0
K07724	0	0	1	0
K00327	0	0	1	0
K11438	0	0	1	0
K04574	0	0	1	0
K15550	0	0	1	1
K10705	0	0	1	0
K03194	0	0	1	0
K02403	0	0	1	0
K02402	0	0	1	1
K12468	0	0	1	0
K06603	0	0	1	1
K04786	0	0	1	1
K12578	0	0	1	0
K06816	0	0	1	1
K02120	0	0	1	1
K12183	0	0	1	0
K10144	0	0	1	0
K16477	0	0	1	0
K11692	0	0	1	0
K11953	0	0	1	0
K06943	0	0	1	0
K05301	0	0	1	0
K03796	0	0	1	0
K16624	0	0	1	0
K00158	0	0	1	0
K18992	0	0	1	0
K03233	0	0	1	0
K19155	0	0	1	0
K13163	0	0	1	0
K19175	0	0	1	0
K11934	0	0	1	0
K19145	0	0	1	0
K08698	0	0	1	1
K13237	0	0	1	0
K17616	0	0	1	0
K09478	0	0	1	0
K07692	0	0	1	0
K13899	0	0	1	0
K18225	0	0	1	0
K18141	0	0	1	0
K07266	0	0	1	0
K01588	0	0	1	0
K07782	0	0	1	0
K02761	0	0	1	0
K02649	0	0	1	0
K03223	0	0	1	0
K04648	0	0	1	0
K18667	0	0	1	0
K06243	0	0	1	0
K07741	0	0	1	0
K14692	0	0	1	0
K09689	0	0	1	0
K12209	0	0	1	1
K10750	0	0	1	0
K08353	0	0	1	0
K13874	0	0	1	0
K06080	0	0	1	0
K17325	0	0	1	0
K17322	0	0	1	0
K17323	0	0	1	0
K17324	0	0	1	0
K05287	0	0	1	0
K06965	0	0	1	0
K18295	0	0	1	0
K00115	0	0	1	0
K03882	0	0	1	1
K03815	0	0	1	0
K16731	0	0	1	0
K17426	0	0	1	0
K03425	0	0	1	0
K10025	0	0	1	0
K16289	0	0	1	0
K00745	0	0	1	0
K04258	0	0	1	0
K04716	0	0	1	0
K12991	0	0	1	0
K07186	0	0	1	0
K07740	0	0	1	1
K08491	0	0	1	0
K06720	0	0	1	0
K09890	0	0	1	0
K06477	0	0	1	0
K14640	0	0	1	0
K10939	0	0	1	1
K00043	0	0	1	0
K02509	0	0	1	0
K07280	0	0	1	0
K14405	0	0	1	0
K13035	0	0	1	0
K09945	0	0	1	0
K12369	0	0	1	0
K12370	0	0	1	0
K03936	0	0	1	0
K14188	0	0	1	0
K03367	0	0	1	0
K19296	0	0	1	0
K05023	0	0	1	0
K10814	0	0	1	0
K13609	0	0	1	0
K06504	0	0	1	0
K09706	0	0	1	0
K14002	0	0	1	0
K18323	0	0	1	0
K18322	0	0	1	0
K16604	0	0	1	0
K12838	0	0	1	0
K12254	0	0	1	0
K02829	0	0	1	0
K13836	0	0	1	0
K02447	0	0	1	0
K18378	0	0	1	0
K07662	0	0	1	0
K08163	0	0	1	0
K14735	0	0	1	1
K02442	0	0	1	1
K06580	0	0	1	0
K11207	0	0	1	0
K10325	0	0	1	0
K01837	0	0	1	0
K14009	0	0	1	0
K01602	0	0	1	0
K01630	0	0	1	0
K16080	0	0	1	0
K12544	0	0	1	0
K03880	0	0	1	0
K05458	0	0	1	0
K06718	0	0	1	0
K04277	0	0	1	0
K10851	0	0	1	0
K08566	0	0	1	0
K15728	0	0	1	0
K14453	0	0	1	0
K17769	0	0	1	0
K17747	0	0	1	0
K15234	0	0	1	0
K03871	0	0	1	0
K10529	0	0	1	0
K06128	0	0	1	0
K02774	0	0	1	0
K19139	0	0	1	0
K16479	0	0	1	0
K06268	0	0	1	0
K06884	0	0	0	1
K18802	0	0	0	1
K09744	0	0	0	1
K10191	0	0	0	1
K02631	0	0	0	1
K18197	0	0	0	1
K06583	0	0	0	1
K08358	0	0	0	1
K13614	0	0	0	1
K15514	0	0	0	1
K15980	0	0	0	1
K07523	0	0	0	1
K07109	0	0	0	1
K16424	0	0	0	1
K17478	0	0	0	1
K06485	0	0	0	1
K15059	0	0	0	1
K13999	0	0	0	1
K16860	0	0	0	1
K12451	0	0	0	1
K09804	0	0	0	1
K18595	0	0	0	1
K10844	0	0	0	1
K11914	0	0	0	1
K02280	0	0	0	1
K08751	0	0	0	1
K18475	0	0	0	1
K17820	0	0	0	1
K18148	0	0	0	1
K04021	0	0	0	1
K19246	0	0	0	1
K02132	0	0	0	1
K06074	0	0	0	1
K01146	0	0	0	1
K02106	0	0	0	1
K16705	0	0	0	1
K17995	0	0	0	1
K01703	0	0	0	1
K08853	0	0	0	1
K00066	0	0	0	1
K19170	0	0	0	1
K07959	0	0	0	1
K06476	0	0	0	1
K06482	0	0	0	1
K11676	0	0	0	1
K06483	0	0	0	1
K02365	0	0	0	1
K09923	0	0	0	1
K08685	0	0	0	1
K01415	0	0	0	1
K14424	0	0	0	1
K00988	0	0	0	1
K14296	0	0	0	1
K15729	0	0	0	1
K02043	0	0	0	1
K11687	0	0	0	1
K01308	0	0	0	1
K17545	0	0	0	1
K14266	0	0	0	1
K14598	0	0	0	1
K01317	0	0	0	1
K02511	0	0	0	1
K02831	0	0	0	1
K16629	0	0	0	1
K15528	0	0	0	1
K07346	0	0	0	1
K18491	0	0	0	1
K03240	0	0	0	1
K16808	0	0	0	1
K09611	0	0	0	1
K10564	0	0	0	1
K09845	0	0	0	1
K09962	0	0	0	1
K03988	0	0	0	1
K06967	0	0	0	1
K15069	0	0	0	1
K07763	0	0	0	1
K03491	0	0	0	1
K09490	0	0	0	1
K13511	0	0	0	1
K09765	0	0	0	1
K06933	0	0	0	1
K07033	0	0	0	1
K05167	0	0	0	1
K06185	0	0	0	1
K00696	0	0	0	1
K12361	0	0	0	1
K03670	0	0	0	1
K10273	0	0	0	1
K06733	0	0	0	1
K09027	0	0	0	1
K01510	0	0	0	1
K09257	0	0	0	1
K11341	0	0	0	1
K00434	0	0	0	1
K15653	0	0	0	1
K09766	0	0	0	1
K04955	0	0	0	1
K09777	0	0	0	1
K07142	0	0	0	1
K06724	0	0	0	1
K19176	0	0	0	1
K15832	0	0	0	1
K18016	0	0	0	1
K12300	0	0	0	1
K09753	0	0	0	1
K00051	0	0	0	1
K08048	0	0	0	1
K01365	0	0	0	1
K18345	0	0	0	1
K17927	0	0	0	1
K11974	0	0	0	1
K07198	0	0	0	1
K12885	0	0	0	1
K08499	0	0	0	1
K18824	0	0	0	1
K11067	0	0	0	1
K17763	0	0	0	1
K17762	0	0	0	1
K17752	0	0	0	1
K05518	0	0	0	1
K00717	0	0	0	1
K16175	0	0	0	1
K09109	0	0	0	1
K06084	0	0	0	1
K10704	0	0	0	1
K04910	0	0	0	1
K17266	0	0	0	1
K07723	0	0	0	1
K10280	0	0	0	1
K19587	0	0	0	1
K11532	0	0	0	1
K10099	0	0	0	1
K14546	0	0	0	1
K02641	0	0	0	1
K05919	0	0	0	1
K10824	0	0	0	1
K00367	0	0	0	1
K02383	0	0	0	1
K03293	0	0	0	1
K18447	0	0	0	1
K14103	0	0	0	1
K09942	0	0	0	1
K06638	0	0	0	1
K09949	0	0	0	1
K16054	0	0	0	1
K00815	0	0	0	1
K12051	0	0	0	1
K16368	0	0	0	1
K06936	0	0	0	1
K06129	0	0	0	1
K12620	0	0	0	1
K11623	0	0	0	1
K05312	0	0	0	1
K10257	0	0	0	1
K04769	0	0	0	1
K14529	0	0	0	1
K19411	0	0	0	1
K01648	0	0	0	1
K15231	0	0	0	1
K01572	0	0	0	1
K09985	0	0	0	1
K11994	0	0	0	1
K10206	0	0	0	1
K11091	0	0	0	1
K13408	0	0	0	1
K05432	0	0	0	1
K10639	0	0	0	1
K07470	0	0	0	1
K03669	0	0	0	1
K12294	0	0	0	1
K14850	0	0	0	1
K18430	0	0	0	1
K13696	0	0	0	1
K08049	0	0	0	1
K09770	0	0	0	1
K10143	0	0	0	1
K07579	0	0	0	1
K00699	0	0	0	1
K18192	0	0	0	1
K10258	0	0	0	1
K14572	0	0	0	1
K12313	0	0	0	1
K12842	0	0	0	1
K08497	0	0	0	1
K10302	0	0	0	1
K12026	0	0	0	1
K07702	0	0	0	1
K19005	0	0	0	1
K15361	0	0	0	1
K12354	0	0	0	1
K10278	0	0	0	1
K13521	0	0	0	1
K02330	0	0	0	1
K02385	0	0	0	1
K14387	0	0	0	1
K07215	0	0	0	1
K13657	0	0	0	1
K15026	0	0	0	1
K15095	0	0	0	1
K00079	0	0	0	1
K09769	0	0	0	1
K02123	0	0	0	1
K09798	0	0	0	1
K01163	0	0	0	1
K00929	0	0	0	1
K01397	0	0	0	1
K08696	0	0	0	1
K00938	0	0	0	1
K16756	0	0	0	1
K11918	0	0	0	1
K04353	0	0	0	1
K12020	0	0	0	1
K14835	0	0	0	1
K06399	0	0	0	1
K19607	0	0	0	1
K05796	0	0	0	1
K18933	0	0	0	1
K00827	0	0	0	1
K03658	0	0	0	1
K00247	0	0	0	1
K16505	0	0	0	1
K14663	0	0	0	1
K03225	0	0	0	1
K13490	0	0	0	1
K17106	0	0	0	1
K17535	0	0	0	1
K14605	0	0	0	1
K16318	0	0	0	1
K18642	0	0	0	1
K11905	0	0	0	1
K15639	0	0	0	1
K13991	0	0	0	1
K12962	0	0	0	1
K10260	0	0	0	1
K04988	0	0	0	1
K07784	0	0	0	1
K11276	0	0	0	1
K09944	0	0	0	1
K01483	0	0	0	1
K14463	0	0	0	1
K03226	0	0	0	1
K17455	0	0	0	1
K09829	0	0	0	1
K08654	0	0	0	1
K17099	0	0	0	1
K19572	0	0	0	1
K00109	0	0	0	1
K16469	0	0	0	1
K03224	0	0	0	1
K15024	0	0	0	1
K07498	0	0	0	1
K03726	0	0	0	1
K10644	0	0	0	1
K14338	0	0	0	1
K05370	0	0	0	1
K07951	0	0	0	1
K05551	0	0	0	1
K07822	0	0	0	1
K16072	0	0	0	1
K16759	0	0	0	1
K08155	0	0	0	1
K18284	0	0	0	1
K16674	0	0	0	1
K12527	0	0	0	1
K10187	0	0	0	1
K07380	0	0	0	1
K02251	0	0	0	1
K00256	0	0	0	1
K02289	0	0	0	1
K10317	0	0	0	1
K10395	0	0	0	1
K12514	0	0	0	1
K07358	0	0	0	1
K08739	0	0	0	1
K06397	0	0	0	1
K03136	0	0	0	1
K07134	0	0	0	1
K14100	0	0	0	1
K08479	0	0	0	1
K11031	0	0	0	1
K19612	0	0	0	1
K03949	0	0	0	1
K17766	0	0	0	1
K08162	0	0	0	1
K18938	0	0	0	1
K01047	0	0	0	1
K15173	0	0	0	1
K06396	0	0	0	1
K06379	0	0	0	1
K11528	0	0	0	1
K10448	0	0	0	1
K06691	0	0	0	1
K07388	0	0	0	1
K11337	0	0	0	1
K11419	0	0	0	1
K10916	0	0	0	1
K17767	0	0	0	1
K03091	0	0	0	1
K09143	0	0	0	1
K17742	0	0	0	1
K01663	0	0	0	1
K09585	0	0	0	1
K12176	0	0	0	1
K17781	0	0	0	1
K17741	0	0	0	1
K11651	0	0	0	1
K11415	0	0	0	1
K14799	0	0	0	1
K02323	0	0	0	1
K09284	0	0	0	1
K17234	0	0	0	1
K12094	0	0	0	1
K04445	0	0	0	1
K07584	0	0	0	1
K01202	0	0	0	1
K08321	0	0	0	1
K07375	0	0	0	1
K05200	0	0	0	1
K12315	0	0	0	1
K13989	0	0	0	1
K03231	0	0	0	1
K07374	0	0	0	1
K05285	0	0	0	1
K15579	0	0	0	1
K19405	0	0	0	1
K11443	0	0	0	1
K12741	0	0	0	1
K04868	0	0	0	1
K09719	0	0	0	1
K00614	0	0	0	1
K17743	0	0	0	1
K12314	0	0	0	1
K14113	0	0	0	1
K18538	0	0	0	1
K08002	0	0	0	1
K15697	0	0	0	1
K12641	0	0	0	1
K15369	0	0	0	1
K03997	0	0	0	1
K06294	0	0	0	1
K17523	0	0	0	1
K09534	0	0	0	1
K14496	0	0	0	1
K08592	0	0	0	1
K07176	0	0	0	1
K18585	0	0	0	1
K18599	0	0	0	1
K05315	0	0	0	1
K10945	0	0	0	1
K07770	0	0	0	1
K18274	0	0	0	1
K06011	0	0	0	1
K12218	0	0	0	1
K10799	0	0	0	1
K03055	0	0	0	1
K18809	0	0	0	1
K08121	0	0	0	1
K03481	0	0	0	1
K13717	0	0	0	1
K11427	0	0	0	1
K12800	0	0	0	1
K04017	0	0	0	1
K12208	0	0	0	1
K07015	0	0	0	1
K16343	0	0	0	1
K10941	0	0	0	1
K12202	0	0	0	1
K17705	0	0	0	1
K11618	0	0	0	1
K13702	0	0	0	1
K18032	0	0	0	1
K03514	0	0	0	1
K12224	0	0	0	1
K12223	0	0	0	1
K15662	0	0	0	1
K12207	0	0	0	1
K12213	0	0	0	1
K12214	0	0	0	1
K09149	0	0	0	1
K12221	0	0	0	1
K12204	0	0	0	1
K03573	0	0	0	1
K18790	0	0	0	1
K09934	0	0	0	1
K11924	0	0	0	1
K17490	0	0	0	1
K16876	0	0	0	1
K17216	0	0	0	1
K16920	0	0	0	1
K15836	0	0	0	1
K03416	0	0	0	1
K00260	0	0	0	1
K16792	0	0	0	1
K19510	0	0	0	1
K09729	0	0	0	1
K06412	0	0	0	1
K11525	0	0	0	1
K11615	0	0	0	1
K07806	0	0	0	1
K18461	0	0	0	1
K16794	0	0	0	1
K12194	0	0	0	1
K13767	0	0	0	1
K16421	0	0	0	1
K03167	0	0	0	1
K03166	0	0	0	1
K04039	0	0	0	1
K14632	0	0	0	1
K10463	0	0	0	1
K07571	0	0	0	1
K02278	0	0	0	1
K07743	0	0	0	1
K00011	0	0	0	1
K13357	0	0	0	1
K15230	0	0	0	1
K16538	0	0	0	1
K02286	0	0	0	1
K03471	0	0	0	1
K14979	0	0	0	1
K17285	0	0	0	1
K07051	0	0	0	1
K03886	0	0	0	1
K19586	0	0	0	1
K05099	0	0	0	1
K19585	0	0	0	1
K08260	0	0	0	1
K05375	0	0	0	1
K03389	0	0	0	1
K17892	0	0	0	1
K12070	0	0	0	1
K16830	0	0	0	1
K02126	0	0	0	1
K02128	0	0	0	1
K01959	0	0	0	1
K01571	0	0	0	1
K15667	0	0	0	1
K00422	0	0	0	1
K01622	0	0	0	1
K07034	0	0	0	1
K16081	0	0	0	1
K03064	0	0	0	1
K04729	0	0	0	1
K18722	0	0	0	1
