# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.351602729409933090e-03 1.697302237153053284e-02 1.468172296881675720e-02 4.999172668457031250e+02 6.435759735107421875e+01 9.854045867919921875e+01 6.351602729409933090e-03 1.697302237153053284e-02 1.468172296881675720e-02 4.999172668457031250e+02 6.435759735107421875e+01 9.854045867919921875e+01
1.000000000000000000e+03 4.504386335611343384e-03 2.429721876978874207e-03 2.365960972383618355e-03 1.022187341004610062e-02 1.181925460696220398e-02 1.477858331054449081e-02 4.504386335611343384e-03 2.429721876978874207e-03 2.365960972383618355e-03 1.022187341004610062e-02 1.181925460696220398e-02 1.477858331054449081e-02
2.000000000000000000e+03 7.105506956577301025e-04 3.709618758875876665e-04 4.771971434820443392e-04 9.440408088266849518e-03 1.024519838392734528e-02 8.871223777532577515e-03 7.105506956577301025e-04 3.709618758875876665e-04 4.771971434820443392e-04 9.440408088266849518e-03 1.024519838392734528e-02 8.871223777532577515e-03
3.000000000000000000e+03 4.215813532937318087e-04 2.417916984995827079e-04 3.379682893864810467e-04 9.482264518737792969e-03 1.025343872606754303e-02 8.703083731234073639e-03 4.215813532937318087e-04 2.417916984995827079e-04 3.379682893864810467e-04 9.482264518737792969e-03 1.025343872606754303e-02 8.703083731234073639e-03
4.000000000000000000e+03 5.718334577977657318e-04 1.822700141929090023e-04 3.413889498915523291e-04 9.516457095742225647e-03 1.022809743881225586e-02 8.693291805684566498e-03 5.718334577977657318e-04 1.822700141929090023e-04 3.413889498915523291e-04 9.516457095742225647e-03 1.022809743881225586e-02 8.693291805684566498e-03
5.000000000000000000e+03 2.284733782289549708e-04 1.451160642318427563e-04 2.143525634892284870e-04 9.383415803313255310e-03 1.022036932408809662e-02 8.687598630785942078e-03 2.284733782289549708e-04 1.451160642318427563e-04 2.143525634892284870e-04 9.383415803313255310e-03 1.022036932408809662e-02 8.687598630785942078e-03
6.000000000000000000e+03 2.454520144965499640e-04 1.450192066840827465e-04 1.828804379329085350e-04 9.379851631820201874e-03 1.021219883114099503e-02 8.690422400832176208e-03 2.454520144965499640e-04 1.450192066840827465e-04 1.828804379329085350e-04 9.379851631820201874e-03 1.021219883114099503e-02 8.690422400832176208e-03
7.000000000000000000e+03 2.130709035554900765e-04 1.195199220092035830e-04 1.469520502723753452e-04 9.348253719508647919e-03 1.020419318228960037e-02 8.691115304827690125e-03 2.130709035554900765e-04 1.195199220092035830e-04 1.469520502723753452e-04 9.348253719508647919e-03 1.020419318228960037e-02 8.691115304827690125e-03
8.000000000000000000e+03 2.055565419141203165e-04 1.152951808762736619e-04 1.256306713912636042e-04 9.338332340121269226e-03 1.019830722361803055e-02 8.688365109264850616e-03 2.055565419141203165e-04 1.152951808762736619e-04 1.256306713912636042e-04 9.338332340121269226e-03 1.019830722361803055e-02 8.688365109264850616e-03
9.000000000000000000e+03 1.956997002707794309e-04 1.115893464884720743e-04 1.104968396248295903e-04 9.332668967545032501e-03 1.019345410168170929e-02 8.682441897690296173e-03 1.956997002707794309e-04 1.115893464884720743e-04 1.104968396248295903e-04 9.332668967545032501e-03 1.019345410168170929e-02 8.682441897690296173e-03
1.000000000000000000e+04 1.835008879425004125e-04 1.108853248297236860e-04 9.920006414176896214e-05 9.327220730483531952e-03 1.018795091658830643e-02 8.674235083162784576e-03 1.835008879425004125e-04 1.108853248297236860e-04 9.920006414176896214e-05 9.327220730483531952e-03 1.018795091658830643e-02 8.674235083162784576e-03
1.100000000000000000e+04 1.761241874191910028e-04 1.112800309783779085e-04 9.302053513238206506e-05 9.327774867415428162e-03 1.018419861793518066e-02 8.665060624480247498e-03 1.761241874191910028e-04 1.112800309783779085e-04 9.302053513238206506e-05 9.327774867415428162e-03 1.018419861793518066e-02 8.665060624480247498e-03
1.200000000000000000e+04 1.675472594797611237e-04 1.170409814221784472e-04 9.465950279263779521e-05 9.323040023446083069e-03 1.018051896244287491e-02 8.656088262796401978e-03 1.675472594797611237e-04 1.170409814221784472e-04 9.465950279263779521e-05 9.323040023446083069e-03 1.018051896244287491e-02 8.656088262796401978e-03
1.300000000000000000e+04 1.562193938298150897e-04 1.153128978330641985e-04 9.181440691463649273e-05 9.318784810602664948e-03 1.017898321151733398e-02 8.650646544992923737e-03 1.562193938298150897e-04 1.153128978330641985e-04 9.181440691463649273e-05 9.318784810602664948e-03 1.017898321151733398e-02 8.650646544992923737e-03
1.400000000000000000e+04 2.044951688731089234e-04 1.179675164166837931e-04 1.080252623069100082e-04 9.338012896478176117e-03 1.017898228019475937e-02 8.653652854263782501e-03 2.044951688731089234e-04 1.179675164166837931e-04 1.080252623069100082e-04 9.338012896478176117e-03 1.017898228019475937e-02 8.653652854263782501e-03
1.500000000000000000e+04 3.985436167567968369e-03 4.448937543202191591e-04 1.947403885424137115e-03 1.066361740231513977e-02 1.019531488418579102e-02 9.026540443301200867e-03 3.985436167567968369e-03 4.448937543202191591e-04 1.947403885424137115e-03 1.066361740231513977e-02 1.019531488418579102e-02 9.026540443301200867e-03
1.600000000000000000e+04 1.722518791211768985e-04 1.136167338700033724e-04 9.575724834576249123e-05 9.318036027252674103e-03 1.017851475626230240e-02 8.646480739116668701e-03 1.722518791211768985e-04 1.136167338700033724e-04 9.575724834576249123e-05 9.318036027252674103e-03 1.017851475626230240e-02 8.646480739116668701e-03
1.700000000000000000e+04 1.492984738433733582e-04 1.128071453422307968e-04 8.851075835991650820e-05 9.313969872891902924e-03 1.017714943736791611e-02 8.646863512694835663e-03 1.492984738433733582e-04 1.128071453422307968e-04 8.851075835991650820e-05 9.313969872891902924e-03 1.017714943736791611e-02 8.646863512694835663e-03
1.800000000000000000e+04 7.152063190005719662e-04 1.175243960460647941e-04 1.459502382203936577e-04 9.451888501644134521e-03 1.017777994275093079e-02 8.666674606502056122e-03 7.152063190005719662e-04 1.175243960460647941e-04 1.459502382203936577e-04 9.451888501644134521e-03 1.017777994275093079e-02 8.666674606502056122e-03
1.900000000000000000e+04 1.265154918655753136e-03 1.342902396572753787e-04 1.404498179908841848e-04 9.406295605003833771e-03 1.019880920648574829e-02 8.666631765663623810e-03 1.265154918655753136e-03 1.342902396572753787e-04 1.404498179908841848e-04 9.406295605003833771e-03 1.019880920648574829e-02 8.666631765663623810e-03
2.000000000000000000e+04 2.038062957581132650e-04 1.313395332545042038e-04 1.068759083864279091e-04 9.311157278716564178e-03 1.018342282623052597e-02 8.649840950965881348e-03 2.038062957581132650e-04 1.313395332545042038e-04 1.068759083864279091e-04 9.311157278716564178e-03 1.018342282623052597e-02 8.649840950965881348e-03
