# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.443952020257711411e-03 3.566454350948333740e-02 1.072501912713050842e-01 4.907667846679687500e+02 7.364080810546875000e+01 1.022867279052734375e+02 2.443952020257711411e-03 3.566454350948333740e-02 1.072501912713050842e-01 4.907667846679687500e+02 7.364080810546875000e+01 1.022867279052734375e+02
1.000000000000000000e+03 4.744467139244079590e-02 5.866075679659843445e-02 9.247949719429016113e-02 5.017828941345214844e-01 3.779038190841674805e-01 9.969792366027832031e-01 4.744467139244079590e-02 5.866075679659843445e-02 9.247949719429016113e-02 5.017828941345214844e-01 3.779038190841674805e-01 9.969792366027832031e-01
2.000000000000000000e+03 2.469780296087265015e-02 1.395026408135890961e-02 4.915581271052360535e-02 5.897587910294532776e-02 6.151538342237472534e-02 1.324547231197357178e-01 2.469780296087265015e-02 1.395026408135890961e-02 4.915581271052360535e-02 5.897587910294532776e-02 6.151538342237472534e-02 1.324547231197357178e-01
3.000000000000000000e+03 1.717750355601310730e-02 8.353148587048053741e-03 3.052894026041030884e-02 3.750166669487953186e-02 3.583620488643646240e-02 5.472162365913391113e-02 1.717750355601310730e-02 8.353148587048053741e-03 3.052894026041030884e-02 3.750166669487953186e-02 3.583620488643646240e-02 5.472162365913391113e-02
4.000000000000000000e+03 1.409053523093461990e-02 1.109397504478693008e-02 2.082764916121959686e-02 3.183916956186294556e-02 2.954907342791557312e-02 4.433698207139968872e-02 1.409053523093461990e-02 1.109397504478693008e-02 2.082764916121959686e-02 3.183916956186294556e-02 2.954907342791557312e-02 4.433698207139968872e-02
5.000000000000000000e+03 1.270562410354614258e-02 1.294700894504785538e-02 1.199521869421005249e-02 2.292411588132381439e-02 2.302059903740882874e-02 2.367316000163555145e-02 1.270562410354614258e-02 1.294700894504785538e-02 1.199521869421005249e-02 2.292411588132381439e-02 2.302059903740882874e-02 2.367316000163555145e-02
6.000000000000000000e+03 1.119253318756818771e-02 6.898337509483098984e-03 2.445611637085676193e-03 1.500328537076711655e-02 1.604247465729713440e-02 1.107916980981826782e-02 1.119253318756818771e-02 6.898337509483098984e-03 2.445611637085676193e-03 1.500328537076711655e-02 1.604247465729713440e-02 1.107916980981826782e-02
7.000000000000000000e+03 1.075008139014244080e-02 4.006037022918462753e-03 1.554087386466562748e-03 1.263190992176532745e-02 1.090586744248867035e-02 9.680768474936485291e-03 1.075008139014244080e-02 4.006037022918462753e-03 1.554087386466562748e-03 1.263190992176532745e-02 1.090586744248867035e-02 9.680768474936485291e-03
8.000000000000000000e+03 7.580455392599105835e-03 2.694372786208987236e-03 1.358179142698645592e-03 1.113294623792171478e-02 9.163721464574337006e-03 9.471623227000236511e-03 7.580455392599105835e-03 2.694372786208987236e-03 1.358179142698645592e-03 1.113294623792171478e-02 9.163721464574337006e-03 9.471623227000236511e-03
9.000000000000000000e+03 4.459987953305244446e-02 6.577112246304750443e-03 6.783362012356519699e-03 1.989697664976119995e-02 9.019396267831325531e-03 1.141678169369697571e-02 4.459987953305244446e-02 6.577112246304750443e-03 6.783362012356519699e-03 1.989697664976119995e-02 9.019396267831325531e-03 1.141678169369697571e-02
